City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
321,Amapa,BR,1.0,-52.0,70.79,99,10,1.14,clear sky
322,Barranca,PE,-10.75,-77.7667,63.07,84,39,8.43,scattered clouds
323,Magadan,RU,59.5667,150.8,42.1,91,100,11.99,overcast clouds
324,Namatanai,PG,-3.6667,152.4333,84.02,76,88,7.85,light rain
325,Obihiro,JP,42.9172,143.2044,78.21,47,89,5.73,overcast clouds
326,Nador,MA,35.174,-2.9287,61.05,94,0,3.56,clear sky
327,Imeni Poliny Osipenko,RU,52.4201,136.4853,46.17,92,100,6.96,overcast clouds
328,Billings,US,45.7833,-108.5007,80.37,34,20,5.75,few clouds
329,Bac Lieu,VN,9.285,105.7244,88.72,63,100,14.63,overcast clouds
330,Victor Harbor,AU,-35.5667,138.6167,66.47,76,100,1.99,overcast clouds
331,Ketchikan,US,55.3422,-131.6461,50.47,87,90,12.66,light rain
332,Ust-Kuyga,RU,70.0167,135.6,43.36,71,90,2.64,overcast clouds
333,Olinda,BR,-8.0089,-34.8553,74.93,83,75,11.68,broken clouds
334,Fort Abbas,PK,29.1925,72.8536,94.66,35,10,6.76,clear sky
335,Guerrero Negro,MX,27.9769,-114.0611,63.55,82,99,14.85,overcast clouds
336,Ordzhonikidze,KZ,52.4411,61.7408,61.97,35,60,6.11,broken clouds
337,Cotonou,BJ,6.3654,2.4183,80.58,78,20,6.91,few clouds
338,Pailon,BO,-17.65,-62.75,74.3,72,73,5.28,broken clouds
339,Kawalu,ID,-7.3817,108.2082,85.98,57,25,2.98,scattered clouds
340,Tsaratanana,MG,-16.7833,47.65,67.75,66,41,5.68,scattered clouds
341,Lafiagi,NG,8.8667,5.4167,75.69,82,94,4.21,overcast clouds
342,Korhogo,CI,9.45,-5.6333,71.35,80,13,3.02,few clouds
343,Bereda,ES,43.2686,-7.5406,56.91,100,92,4.45,overcast clouds
344,Fairbanks,US,64.8378,-147.7164,72.61,38,1,10.36,clear sky
345,Naryan-Mar,RU,67.6713,53.087,41.31,58,33,15.77,scattered clouds
346,Coos Bay,US,43.3665,-124.2179,63.86,74,1,16.11,clear sky
347,Norman Wells,CA,65.282,-126.8329,51.84,66,90,12.66,light rain
348,Ilulissat,GL,69.2167,-51.1,36.48,84,17,10.31,few clouds
349,Homer,US,59.6425,-151.5483,69.08,69,1,12.66,clear sky
350,Banikoara,BJ,11.2985,2.4386,76.86,78,33,9.98,scattered clouds
351,Brae,GB,60.3964,-1.353,46.31,86,56,5.59,broken clouds
352,La Macarena,CO,2.1837,-73.7849,71.44,98,53,1.92,broken clouds
353,Port Hardy,CA,50.6996,-127.4199,51.98,71,90,10.36,overcast clouds
354,Kenai,US,60.5544,-151.2583,69.03,47,1,14.97,clear sky
355,Falun,SE,60.6036,15.626,55.81,66,99,0.81,overcast clouds
356,Queimadas,BR,-10.9783,-39.6264,66.07,96,11,4.74,few clouds
357,Suhut,TR,38.5311,30.5458,44.44,83,0,3.49,clear sky
358,Nishihara,JP,26.1842,127.7558,85.68,76,75,17.81,broken clouds
359,Nome,US,64.5011,-165.4064,35.17,93,90,16.11,light snow
360,Raub,MY,3.7899,101.857,88.23,57,31,2.64,scattered clouds
361,Walvis Bay,NA,-22.9575,14.5053,76.08,21,0,27.96,clear sky
362,Novyy Urengoy,RU,66.0833,76.6333,41.72,59,63,13.8,broken clouds
363,Zhigansk,RU,66.7697,123.3711,54.23,34,35,6.71,scattered clouds
364,Salina,US,38.8403,-97.6114,75.33,64,1,5.99,clear sky
365,Vestmanna,FO,62.1564,-7.1664,47.32,100,90,8.63,overcast clouds
366,Banda Aceh,ID,5.5577,95.3222,84.18,70,63,11.61,broken clouds
367,Zaysan,KZ,47.4667,84.8667,56.93,38,1,9.95,clear sky
368,Praxedis Guerrero,MX,31.3667,-106.0167,94.55,15,76,23.69,broken clouds
369,Wanning,CN,18.8003,110.3967,86.23,69,62,4.38,broken clouds
370,Maragogi,BR,-9.0122,-35.2225,75.7,85,2,9.93,clear sky
371,Touros,BR,-5.1989,-35.4608,74.3,87,45,11.07,scattered clouds
372,Aykhal,RU,66.0,111.5,48.15,37,86,15.05,overcast clouds
373,Sulangan,PH,11.1373,123.7228,83.16,73,56,11.07,broken clouds
374,Isla Mujeres,MX,21.2311,-86.731,82.17,80,100,11.43,overcast clouds
375,Klaksvik,FO,62.2266,-6.589,49.12,96,92,10.8,overcast clouds
376,Half Moon Bay,US,37.4636,-122.4286,74.19,72,1,5.75,haze
377,Santiago Atitlan,GT,14.6382,-91.229,65.98,96,89,3.78,overcast clouds
378,Waingapu,ID,-9.6567,120.2641,83.77,68,34,11.48,scattered clouds
379,Umm Lajj,SA,25.0213,37.2685,79.68,64,2,8.9,clear sky
380,Oxbow,CA,49.2333,-102.1676,78.75,49,33,3.11,scattered clouds
381,Tagusao,PH,9.1924,117.8141,85.77,70,100,3.76,overcast clouds
382,Yanam,IN,16.7333,82.2167,88.2,66,99,4.34,overcast clouds
383,Pampa,US,35.5362,-100.9599,72.19,60,1,12.66,clear sky
384,Aswan,EG,24.0934,32.907,76.23,30,5,13.27,clear sky
385,Shenjiamen,CN,29.9576,122.298,72.39,72,45,11.48,scattered clouds
386,Moengo,SR,5.6167,-54.4,73.36,99,74,2.24,broken clouds
387,Cessnock,AU,-32.8333,151.35,63.34,52,0,0.6,clear sky
388,Muzhi,RU,65.3667,64.6667,47.98,51,44,18.5,scattered clouds
389,Kovdor,RU,67.5662,30.4758,48.76,58,13,4.74,few clouds
390,Necochea,AR,-38.5473,-58.7368,46.33,76,0,10.51,clear sky
391,Nyrob,RU,60.733,56.7202,63.93,58,47,5.53,scattered clouds
392,Beringovskiy,RU,63.05,179.3167,39.94,84,80,2.35,broken clouds
393,Verkhoyansk,RU,67.5447,133.385,53.47,40,100,8.52,overcast clouds
394,Van,TR,38.4924,43.3831,56.82,41,0,7.27,clear sky
395,Esik,KZ,43.3552,77.4525,54.82,52,65,6.44,broken clouds
396,Coahuayana,MX,18.7333,-103.6833,79.5,86,95,1.86,overcast clouds
397,Boguchany,RU,58.3814,97.4531,45.3,87,100,9.35,light rain
398,Vila Velha,BR,-20.3297,-40.2925,69.94,95,90,5.01,overcast clouds
399,Ust-Omchug,RU,61.15,149.6333,48.58,64,98,7.83,overcast clouds
400,Sapa,PH,5.1544,120.3241,86.02,66,70,3.27,broken clouds
401,Pacific Grove,US,36.6177,-121.9166,67.62,82,90,1.01,overcast clouds
402,Salima,MW,-13.7804,34.4587,62.69,68,55,9.98,broken clouds
403,Bandarbeyla,SO,9.4942,50.8122,80.08,76,31,20.11,scattered clouds
404,Strezhevoy,RU,60.7333,77.5889,55.38,45,100,3.18,overcast clouds
405,Havoysund,NO,70.9963,24.6622,41.88,79,8,17.96,clear sky
406,Ambon,ID,-3.6954,128.1814,84.34,74,40,16.31,scattered clouds
407,Mantua,IT,45.1667,10.7833,68.95,81,46,8.32,scattered clouds
408,Harnosand,SE,62.6323,17.9379,55.99,79,34,4.47,scattered clouds
409,Rincon,US,32.296,-81.2354,79.86,91,75,6.6,broken clouds
410,Noumea,NC,-22.2763,166.4572,77.0,99,96,13.94,overcast clouds
411,Dunedin,NZ,-45.8742,170.5036,50.13,75,100,3.85,overcast clouds
412,Mizan Teferi,ET,6.9833,35.5833,59.76,94,73,3.36,broken clouds
413,Moron,AR,-34.6534,-58.6198,55.15,61,0,1.99,clear sky
414,Nioro,GM,13.35,-15.75,79.07,70,6,10.2,clear sky
415,San Policarpo,PH,12.1791,125.5072,83.64,76,74,4.56,broken clouds
416,Khash,IR,28.2211,61.2158,83.64,15,0,2.06,clear sky
417,Nazca,PE,-14.8333,-74.95,67.75,59,3,1.48,clear sky
418,Hamilton,US,39.1834,-84.5333,73.99,75,1,4.16,clear sky
419,Saquena,PE,-4.6667,-73.5167,72.52,98,76,2.15,broken clouds
420,Carmo Do Paranaiba,BR,-19.0008,-46.3161,59.76,20,67,2.89,broken clouds
421,Salta,AR,-24.7859,-65.4117,61.09,75,40,1.01,scattered clouds
422,Mayumba,GA,-3.432,10.6554,75.61,91,80,4.59,broken clouds
423,Andros Town,BS,24.7,-77.7667,82.36,83,33,16.96,scattered clouds
424,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,62.85,98,100,3.49,overcast clouds
425,Praia,CV,14.9215,-23.5087,73.94,73,0,19.57,clear sky
426,Merauke,ID,-8.4667,140.3333,80.62,80,91,15.12,overcast clouds
427,Werda,BW,-25.2667,23.2833,44.19,57,0,9.24,clear sky
428,Souillac,MU,-20.5167,57.5167,66.58,94,20,1.9,few clouds
429,Nizhniy Kuranakh,RU,58.8353,125.4869,77.81,39,100,3.76,overcast clouds
430,Kalamare,BW,-22.9337,26.5703,43.29,74,0,8.99,clear sky
431,Kattivakkam,IN,13.2167,80.3167,86.07,76,100,2.84,overcast clouds
432,Sangmelima,CM,2.9333,11.9833,65.93,100,100,1.83,light rain
433,Lulea,SE,65.5842,22.1547,59.07,82,20,5.75,few clouds
434,Saint Anthony,US,45.0205,-93.218,89.49,46,1,3.0,clear sky
435,Aljezur,PT,37.3191,-8.8033,58.14,70,0,8.05,clear sky
436,Rosita,NI,13.9268,-84.4032,73.27,97,22,1.59,few clouds
437,Puerto Madero,MX,14.7208,-92.4215,82.87,73,76,7.45,broken clouds
438,Gat,IL,31.61,34.7642,67.41,100,0,2.55,clear sky
439,Altay,CN,47.8667,88.1167,54.57,49,0,4.97,clear sky
440,Boende,CD,-0.2167,20.8667,71.33,96,95,3.85,overcast clouds
441,Talara,PE,-4.5772,-81.2719,67.26,87,99,13.4,overcast clouds
442,Sol-Iletsk,RU,51.1631,54.9918,61.12,45,72,9.89,broken clouds
443,Yabelo,ET,4.8833,38.0833,57.36,82,91,7.18,overcast clouds
444,Kurumkan,RU,54.3,110.3,79.79,32,84,9.4,broken clouds
445,Shahdadkot,PK,27.8477,67.9055,94.91,44,18,6.8,few clouds
446,Egvekinot,RU,66.3167,-179.1667,39.78,65,52,1.99,broken clouds
447,Yarada,IN,17.65,83.2667,89.92,66,20,12.55,haze
448,Constitucion,CL,-35.3333,-72.4167,49.91,63,100,5.41,overcast clouds
449,Sitka,US,57.0531,-135.33,53.49,71,75,10.36,light rain
450,Creston,US,41.0586,-94.3614,78.24,60,1,9.22,clear sky
451,Serebriya,UA,48.4559,27.7192,57.74,91,100,4.99,overcast clouds
452,Hwange,ZW,-18.3693,26.5019,47.82,72,20,3.11,few clouds
453,Chumikan,RU,54.7183,135.315,38.3,95,100,4.29,overcast clouds
454,Berlevag,NO,70.8578,29.0864,41.16,79,8,19.35,clear sky
455,Saint-Augustin,CA,51.226,-58.6502,51.87,98,100,11.07,overcast clouds
456,Krasnovishersk,RU,60.4078,57.082,61.95,59,66,5.17,broken clouds
457,Wajima,JP,37.4,136.9,77.68,46,0,12.95,clear sky
458,Praya,CV,14.9215,-23.5087,73.94,73,0,19.57,clear sky
459,Dicabisagan,PH,17.0818,122.4157,90.07,64,100,7.61,overcast clouds
460,Bestobe,KZ,52.4994,73.0975,62.55,37,1,2.75,clear sky
461,Salina Cruz,MX,16.1667,-95.2,82.94,77,100,5.82,overcast clouds
462,Springbok,ZA,-29.6643,17.8865,53.42,38,0,15.97,clear sky
463,Boshnyakovo,RU,49.6333,142.1667,46.62,80,90,4.68,overcast clouds
464,Winnemucca,US,40.973,-117.7357,89.65,10,1,22.12,clear sky
465,Saint-Joseph,RE,-21.3667,55.6167,70.47,83,46,2.57,light rain
466,Zinder,NE,13.8072,8.9881,83.93,36,66,9.17,broken clouds
467,Toora-Khem,RU,52.4675,96.11,42.17,88,100,8.55,light rain
468,North Platte,US,41.1239,-100.7654,80.49,56,1,4.0,clear sky
469,Northam,GB,51.0333,-4.2167,58.33,96,100,4.23,overcast clouds
470,Tenenkou,ML,14.4572,-4.9169,89.49,37,8,12.28,clear sky
471,Bismil,TR,37.8486,40.6658,67.73,35,0,0.98,clear sky
472,Pindiga,NG,9.9833,10.9333,74.55,81,87,7.63,overcast clouds
473,Huarmey,PE,-10.0681,-78.1522,64.8,85,35,8.52,scattered clouds
474,Alekseyevsk,RU,57.8406,108.3492,48.06,96,100,5.39,moderate rain
475,Manaus,BR,-3.1019,-60.025,79.29,94,0,2.3,clear sky
476,Iquitos,PE,-3.7481,-73.2472,75.24,94,75,2.3,broken clouds
477,Bayshore Gardens,US,27.4253,-82.5904,82.44,75,20,4.61,few clouds
478,Otuzco,PE,-7.9,-78.5833,49.33,88,80,0.85,light rain
479,Mount Pleasant,US,32.7941,-79.8626,79.99,93,75,1.01,broken clouds
480,Makat,KZ,47.6469,53.3463,70.18,38,90,10.22,overcast clouds
481,Verkhnevilyuysk,RU,63.4453,120.3167,61.74,39,98,1.43,overcast clouds
482,Doka,SD,13.5167,35.7667,78.55,54,90,5.79,overcast clouds
483,Margate,GB,51.3813,1.3862,58.21,82,8,1.01,clear sky
484,Inirida,CO,3.8653,-67.9239,74.3,97,77,1.72,broken clouds
485,Nemuro,JP,43.3236,145.575,75.63,78,92,17.54,overcast clouds
486,Madingou,CG,-4.1536,13.55,72.41,95,98,2.46,overcast clouds
487,Solnechnyy,RU,50.7214,136.6319,60.69,58,65,7.43,broken clouds
488,Bulancak,TR,40.9372,38.2291,60.37,72,96,4.34,overcast clouds
489,Dovers,VC,12.8833,-61.1833,80.08,79,100,18.07,overcast clouds
490,Pierre,US,44.3683,-100.351,88.72,30,1,11.5,clear sky
491,Halifax,CA,44.6453,-63.5724,66.09,81,100,5.75,overcast clouds
492,Monclova,MX,26.9,-101.4167,87.06,32,1,1.54,clear sky
493,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.18,88,0,9.89,clear sky
494,Urusha,RU,54.05,122.9,77.45,27,9,9.8,clear sky
495,Ganzhou,CN,28.8184,115.4327,82.96,57,0,4.43,clear sky
496,Padang,ID,-0.9492,100.3543,84.33,60,81,2.39,broken clouds
497,Sovetskiy,RU,61.3614,63.5842,71.6,40,63,11.72,broken clouds
498,Grindavik,IS,63.8424,-22.4338,48.56,87,75,18.68,broken clouds
499,Sawakin,SD,19.1059,37.3321,80.11,65,16,4.47,few clouds
500,Waipawa,NZ,-41.4122,175.5153,60.03,78,100,3.29,overcast clouds
501,Altoona,US,40.5187,-78.3947,74.41,76,1,3.49,clear sky
502,Rorvik,NO,64.8621,11.2373,53.31,82,63,2.46,broken clouds
503,Tura,IN,25.5198,90.2201,82.47,74,28,4.45,scattered clouds
504,Olafsvik,IS,64.8945,-23.7142,47.52,84,93,12.82,overcast clouds
505,Broome,US,42.2506,-75.833,71.02,72,68,2.73,broken clouds
506,Marabba,SD,12.35,32.1833,84.34,49,71,10.49,broken clouds
507,Launceston,AU,-41.45,147.1667,53.8,79,90,1.99,moderate rain
508,Richards Bay,ZA,-28.783,32.0377,61.27,83,98,1.97,overcast clouds
509,Ndjole,GA,-0.1783,10.7649,73.38,99,98,1.25,overcast clouds
510,Mujiayingzi,CN,42.1167,118.7833,74.23,26,5,4.68,clear sky
511,Russell,US,32.3502,-85.1999,78.08,93,100,2.48,overcast clouds
512,Kyzyl-Suu,KG,42.3414,78.0056,66.72,49,60,3.18,broken clouds
513,Ilhabela,BR,-23.7781,-45.3581,70.45,67,1,4.14,clear sky
514,Belaya Gora,RU,68.5333,146.4167,53.24,52,100,26.51,overcast clouds
515,Burnie,AU,-41.0667,145.9167,53.65,76,100,10.49,moderate rain
516,Gigmoto,PH,13.7796,124.39,85.26,76,100,5.1,light rain
517,Glossop,GB,53.4432,-1.949,59.13,83,100,2.57,overcast clouds
518,Yasenskaya,RU,46.3592,38.269,63.52,73,40,13.4,scattered clouds
519,Leningradskiy,RU,69.3833,178.4167,37.85,91,100,13.02,overcast clouds
520,Svetlogorsk,BY,52.6333,29.7333,54.45,82,97,5.5,overcast clouds
521,Arari,BR,-3.4536,-44.78,73.49,91,5,3.56,clear sky
522,General Pico,AR,-35.6566,-63.7568,49.23,46,100,3.89,overcast clouds
523,Aripuana,BR,-9.1667,-60.6333,75.87,66,100,1.03,overcast clouds
524,Emilio Carranza,MX,19.9711,-96.6114,78.91,86,97,6.53,overcast clouds
525,Tabou,CI,4.423,-7.3528,77.4,90,78,4.54,light rain
526,Pangnirtung,CA,66.1451,-65.7125,27.66,96,64,2.68,broken clouds
527,Javanrud,IR,34.7961,46.5172,53.24,30,0,2.35,clear sky
528,Kaeo,NZ,-35.1,173.7833,61.32,91,100,16.22,moderate rain
529,Joao Pessoa,BR,-7.115,-34.8631,75.43,94,75,8.72,broken clouds
530,Fort Saint James,CA,54.4333,-124.25,54.68,38,58,10.6,broken clouds
531,Calamar,CO,10.2511,-74.9146,82.35,89,100,4.74,overcast clouds
532,Flin Flon,CA,54.7682,-101.865,58.33,92,76,3.09,broken clouds
533,Burns Lake,CA,54.2331,-125.7533,51.22,44,59,10.63,broken clouds
534,Krasnoselkup,RU,65.7,82.4667,41.63,49,54,15.97,broken clouds
535,Bridgetown,BB,13.1,-59.6167,81.09,65,40,17.65,scattered clouds
536,Chapais,CA,49.7834,-74.8492,55.18,81,80,2.46,broken clouds
537,Cuapiaxtla,MX,19.3,-97.7667,56.53,82,99,3.94,overcast clouds
538,Bergama,TR,39.1207,27.1805,58.05,59,0,4.25,clear sky
539,Tessalit,ML,20.1986,1.0114,92.52,10,6,10.04,clear sky
540,Nuuk,GL,64.1835,-51.7216,41.88,75,100,8.99,light rain
541,Nhulunbuy,AU,-12.2333,136.7667,83.01,57,75,16.11,broken clouds
542,Ust-Barguzin,RU,53.45,108.9833,57.45,74,97,10.51,overcast clouds
543,Dascalu,RO,44.6,26.2333,63.0,84,0,3.36,clear sky
544,San Cristobal,VE,7.7669,-72.225,68.18,99,100,2.75,overcast clouds
545,Badarpur,IN,24.9,92.6,80.67,85,92,3.89,moderate rain
546,San Quintin,MX,30.4833,-115.95,64.44,82,2,7.54,clear sky
547,Otradnoye,RU,59.7775,30.8181,55.45,69,100,2.95,overcast clouds
548,Santa Rosa,PH,14.3122,121.1114,91.09,66,100,9.31,overcast clouds
549,Sisimiut,GL,66.9395,-53.6735,40.48,92,100,6.29,light rain
550,Sur,OM,22.5667,59.5289,88.36,59,38,5.32,scattered clouds
551,Sorland,NO,67.667,12.6934,50.49,85,9,9.44,clear sky
552,Berbera,SO,10.4396,45.0143,89.17,57,0,0.94,clear sky
553,Komsomolskiy,UZ,40.4272,71.7189,86.72,20,0,11.5,clear sky
554,Acapulco,MX,16.8634,-99.8901,82.72,76,89,4.74,overcast clouds
555,Matay,EG,28.419,30.7792,66.76,69,11,13.29,few clouds
556,Mirnyy,RU,62.5353,113.9611,57.38,40,94,2.21,overcast clouds
557,Ballina,AU,-28.8667,153.5667,68.18,52,0,6.91,clear sky
558,Pitimbu,BR,-7.4706,-34.8086,75.79,87,82,9.22,broken clouds
559,Quatre Cocos,MU,-20.2078,57.7625,66.31,81,46,1.86,scattered clouds
560,Gamba,GA,-2.65,10.0,75.2,92,100,3.31,overcast clouds
561,Sechura,PE,-5.5569,-80.8222,68.38,76,100,12.68,overcast clouds
562,Celestun,MX,20.8667,-90.4,81.81,81,100,12.53,overcast clouds
563,Morris,US,40.8334,-74.5329,81.79,75,1,5.06,clear sky
564,Lakheri,IN,25.6667,76.1667,91.96,36,75,7.7,broken clouds
565,Tilichiki,RU,60.4667,166.1,47.86,73,100,7.2,overcast clouds
566,Santo Andre,BR,-23.6639,-46.5383,68.13,76,0,4.43,clear sky
567,Port-Cartier,CA,50.0334,-66.8654,53.28,77,8,5.93,clear sky
568,La Ronge,CA,55.1001,-105.2842,68.25,42,90,4.61,overcast clouds
569,Fuerte Olimpo,PY,-21.0415,-57.8738,79.68,34,100,4.27,overcast clouds
570,Bucerias,MX,20.75,-105.3333,82.98,81,31,2.28,scattered clouds
571,Anori,BR,-3.7728,-61.6442,73.98,95,45,2.98,scattered clouds
572,Raga,SS,8.4596,25.678,69.24,95,100,7.78,overcast clouds
573,Gomel,BY,52.4345,30.9754,58.98,88,0,4.88,clear sky
574,Kruisfontein,ZA,-34.0033,24.7314,51.73,28,0,9.26,clear sky
575,Shimoda,JP,34.6667,138.95,70.16,97,100,8.52,overcast clouds
576,Aborlan,PH,9.4352,118.5492,86.07,78,100,4.56,overcast clouds
577,Kloulklubed,PW,7.0419,134.2556,82.62,77,81,8.28,broken clouds
578,Riyadh,SA,24.6877,46.7219,93.34,17,0,0.0,clear sky
579,Camana,PE,-16.6228,-72.7111,62.78,90,80,6.6,broken clouds
580,Bowen,AU,-20.0167,148.2333,71.82,60,86,15.66,light rain
581,Rolla,US,37.9514,-91.7713,74.14,86,100,7.74,overcast clouds
582,Japura,ID,-0.3167,102.35,88.12,59,92,3.42,overcast clouds
583,Kapuskasing,CA,49.4169,-82.4331,57.2,72,20,4.61,few clouds
584,Tubuala,PA,9.5167,-79.0333,79.34,85,13,3.53,few clouds
585,Rakiv Lis,UA,51.6217,24.9243,51.91,93,29,5.7,scattered clouds
586,Muros,ES,42.7762,-9.0603,59.23,83,15,10.38,few clouds
587,Samarai,PG,-10.6167,150.6667,79.3,84,88,16.75,overcast clouds
588,Whitehorse,CA,60.7161,-135.0538,56.17,50,75,10.0,light rain
589,Uray,RU,60.1247,64.7758,66.79,50,49,11.83,scattered clouds
590,Dauriya,RU,49.9333,116.8667,77.74,22,0,9.13,clear sky
591,Izumo,JP,35.3667,132.7667,78.75,53,0,8.41,clear sky
592,Latur,IN,18.4,76.5833,78.35,71,100,2.21,overcast clouds
593,Bonfim,BR,3.0833,-59.95,76.23,88,9,4.74,clear sky
594,Ayan,RU,56.45,138.1667,41.47,84,94,5.14,overcast clouds
595,Kavaratti,IN,10.5669,72.642,82.87,76,100,13.96,overcast clouds
596,Merrill,US,45.1805,-89.6835,83.97,57,1,4.61,clear sky
597,Cutervo,PE,-6.379,-78.8157,51.06,93,97,2.75,light rain
598,Kualakapuas,ID,-3.0091,114.3876,91.89,53,63,2.33,broken clouds
599,Natal,BR,-5.795,-35.2094,77.22,73,75,8.23,broken clouds
600,Spas,UA,48.8899,24.0629,50.31,93,30,3.27,scattered clouds
601,Dali,CN,25.7,100.1833,73.11,65,50,2.37,scattered clouds
602,Tevaitoa,PF,-16.7833,-151.5,80.87,74,14,10.65,few clouds
603,Finschhafen,PG,-6.6024,147.8681,84.09,71,66,11.1,broken clouds
604,Pogradec,AL,40.9025,20.6525,56.91,65,0,3.13,clear sky
605,Massarosa,IT,43.8676,10.3397,68.32,88,7,3.76,clear sky
606,Shanghai,CN,31.2222,121.4581,87.87,50,0,5.93,clear sky
607,Porbandar,IN,21.6422,69.6093,85.98,74,20,6.91,haze
608,Road Town,VG,18.4167,-64.6167,82.49,75,100,20.13,overcast clouds
609,Neiafu,TO,-18.65,-173.9833,79.48,65,20,9.22,few clouds
610,Karasburg,NA,-28.0167,18.75,51.19,36,0,17.54,clear sky
611,Dolinsk,RU,47.35,142.8,60.66,64,73,3.47,broken clouds
612,Odweyne,SO,9.4092,45.064,71.13,59,1,5.57,clear sky
613,Dera Bugti,PK,29.0307,69.151,90.01,39,0,3.71,clear sky
614,Santa Fe,AR,-31.6333,-60.7,57.0,74,0,1.99,clear sky
615,Teseney,ER,15.11,36.6575,84.16,43,4,8.34,clear sky
616,Rampura,IN,30.25,75.2333,94.86,24,23,4.76,few clouds
617,Shache,CN,38.4167,77.2406,86.07,16,0,3.65,clear sky
618,Tonstad,NO,58.6626,6.7169,57.61,83,100,0.56,overcast clouds
619,Jaslo,PL,49.7451,21.4725,54.9,91,0,1.68,clear sky
620,Nosy Varika,MG,-20.5833,48.5333,66.36,94,42,11.92,scattered clouds
621,Dong Hoi,VN,17.4833,106.6,80.6,82,100,6.38,overcast clouds
622,Paso De Los Toros,UY,-32.8167,-56.5167,47.35,85,68,8.77,broken clouds
623,Alice Springs,AU,-23.7,133.8833,63.95,42,0,13.09,clear sky
624,Beira,MZ,-19.8436,34.8389,63.19,81,58,12.33,light rain
625,Enterprise,US,36.0252,-115.2419,101.5,8,20,1.01,few clouds
626,Meulaboh,ID,4.1363,96.1285,81.82,69,97,3.24,overcast clouds
627,Prince Rupert,CA,54.3161,-130.3201,48.29,90,90,9.22,light rain
628,Tonder,DK,54.9331,8.8667,59.52,85,100,3.0,overcast clouds
629,Timbiqui,CO,2.7717,-77.6654,76.1,92,95,1.88,light rain
630,Iwanai,JP,42.9744,140.5089,73.4,55,1,11.1,clear sky
631,Gasa,PS,31.5,34.4667,67.98,67,0,1.28,clear sky
632,Ahipara,NZ,-35.1667,173.1667,58.35,92,100,16.4,overcast clouds
633,Asau,RO,46.4333,26.4,55.76,100,51,4.18,broken clouds
634,Raglan,NZ,-37.8,174.8833,61.32,80,100,9.44,light rain
635,Rio Tercero,AR,-32.173,-64.1141,51.76,57,80,2.01,broken clouds
636,Pascagoula,US,30.3658,-88.5561,77.04,87,75,11.12,broken clouds
637,Skiathos,GR,39.1623,23.4909,64.98,61,1,5.01,clear sky
638,Felsoszentivan,HU,46.1971,19.1869,59.14,77,91,1.36,overcast clouds
639,Kralendijk,BQ,12.15,-68.2667,80.58,78,20,16.11,few clouds
640,Beloha,MG,-25.1667,45.05,57.79,81,0,5.77,clear sky
641,Gallup,US,35.5281,-108.7426,76.01,23,81,1.99,broken clouds
642,Cumberland,US,35.0502,-78.8664,79.3,85,20,1.01,few clouds
